week_date,week_number,month_number,calendar_year,region,platform,segment,age_band,demographic,customer_type,transactions,sales,avg_transaction,
17-08-2020,33,8,2020,EUROPE,Retail,F1,Young Adults,Families,New,905,38114,42.11,
17-08-2020,33,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Guest,337,84305,250.16,
17-08-2020,33,8,2020,EUROPE,Retail,F3,Retirees,Families,New,1748,74690,42.73,
17-08-2020,33,8,2020,CANADA,Retail,F2,Middle Aged,Families,Existing,61465,3274278,53.27,
17-08-2020,33,8,2020,CANADA,Shopify,C4,Retirees,Couples,New,13,1633,125.62,
17-08-2020,33,8,2020,EUROPE,Shopify,F1,Young Adults,Families,New,5,1068,213.6,
17-08-2020,33,8,2020,OCEANIA,Retail,F1,Young Adults,Families,Existing,142729,7066700,49.51,
17-08-2020,33,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Existing,73,12192,167.01,
17-08-2020,33,8,2020,ASIA,Shopify,F2,Middle Aged,Families,Existing,2966,556672,187.68,
17-08-2020,33,8,2020,AFRICA,Shopify,C4,Retirees,Couples,New,64,9569,149.52,
17-08-2020,33,8,2020,OCEANIA,Retail,C4,Retirees,Couples,New,63555,1931124,30.39,
17-08-2020,33,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,Existing,9865,471211,47.77,
17-08-2020,33,8,2020,EUROPE,Shopify,C4,Retirees,Couples,New,2,593,296.5,
17-08-2020,33,8,2020,AFRICA,Shopify,C3,Retirees,Couples,New,308,46232,150.1,
17-08-2020,33,8,2020,USA,Retail,C2,Middle Aged,Couples,New,25953,880164,33.91,
17-08-2020,33,8,2020,AFRICA,Retail,F1,Young Adults,Families,New,22013,766933,34.84,
17-08-2020,33,8,2020,CANADA,Retail,C2,Middle Aged,Couples,New,14892,483235,32.45,
17-08-2020,33,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,New,55825,2166279,38.8,
17-08-2020,33,8,2020,OCEANIA,Shopify,F3,Retirees,Families,New,195,35185,180.44,
17-08-2020,33,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,New,434,61480,141.66,
17-08-2020,33,8,2020,ASIA,Retail,C4,Retirees,Couples,New,51138,1441867,28.2,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,New,2471,52721,21.34,
17-08-2020,33,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,Existing,167670,6472772,38.6,
17-08-2020,33,8,2020,USA,Retail,F1,Young Adults,Families,Existing,39435,2224654,56.41,
17-08-2020,33,8,2020,USA,Retail,C2,Middle Aged,Couples,Existing,42876,2078217,48.47,
17-08-2020,33,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,Existing,112344,4764104,42.41,
17-08-2020,33,8,2020,ASIA,Retail,C2,Middle Aged,Couples,Existing,127517,4804807,37.68,
17-08-2020,33,8,2020,ASIA,Shopify,C4,Retirees,Couples,New,40,5799,144.98,
17-08-2020,33,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,New,77,12880,167.27,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,Existing,25,5742,229.68,
17-08-2020,33,8,2020,CANADA,Retail,C3,Retirees,Couples,New,27988,958584,34.25,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,Existing,100,20831,208.31,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F3,Retirees,Families,New,2,354,177,
17-08-2020,33,8,2020,USA,Retail,C1,Young Adults,Couples,Existing,57901,2396327,41.39,
17-08-2020,33,8,2020,USA,Shopify,F3,Retirees,Families,Existing,950,196866,207.23,
17-08-2020,33,8,2020,EUROPE,Retail,C1,Young Adults,Couples,Existing,15063,659557,43.79,
17-08-2020,33,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,Existing,2292,405589,176.96,
17-08-2020,33,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Guest,10825,1941072,179.31,
17-08-2020,33,8,2020,OCEANIA,Retail,C3,Retirees,Couples,Existing,340247,16388534,48.17,
17-08-2020,33,8,2020,ASIA,Retail,F1,Young Adults,Families,Existing,92564,4369157,47.2,
17-08-2020,33,8,2020,ASIA,Shopify,C1,Young Adults,Couples,New,277,34274,123.73,
17-08-2020,33,8,2020,AFRICA,Retail,C3,Retirees,Couples,Existing,287567,14503756,50.44,
17-08-2020,33,8,2020,EUROPE,Retail,C2,Middle Aged,Couples,New,2972,105769,35.59,
17-08-2020,33,8,2020,OCEANIA,Shopify,C3,Retirees,Couples,New,547,94505,172.77,
17-08-2020,33,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,New,173936,3912906,22.5,
17-08-2020,33,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Existing,6918,317465,45.89,
17-08-2020,33,8,2020,CANADA,Shopify,F1,Young Adults,Families,Existing,760,128297,168.81,
17-08-2020,33,8,2020,CANADA,Shopify,F3,Retirees,Families,Existing,658,123399,187.54,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,Existing,139,28697,206.45,
17-08-2020,33,8,2020,CANADA,Retail,C3,Retirees,Couples,Existing,61676,3137725,50.87,
17-08-2020,33,8,2020,USA,Shopify,Unknown,Unknown,Unknown,New,134,22123,165.1,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,New,16,2710,169.38,
17-08-2020,33,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,New,521,87587,168.11,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C2,Middle Aged,Couples,New,40,6347,158.68,
17-08-2020,33,8,2020,USA,Shopify,C2,Middle Aged,Couples,Existing,1375,268347,195.16,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,Existing,70,16176,231.09,
17-08-2020,33,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,New,88458,2921332,33.03,
17-08-2020,33,8,2020,CANADA,Retail,C1,Young Adults,Couples,New,30947,779071,25.17,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C1,Young Adults,Couples,Existing,73,12524,171.56,
17-08-2020,33,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Existing,318,57614,181.18,
17-08-2020,33,8,2020,ASIA,Retail,C4,Retirees,Couples,Existing,108966,4808790,44.13,
17-08-2020,33,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,New,13,3213,247.15,
17-08-2020,33,8,2020,AFRICA,Retail,C4,Retirees,Couples,New,47020,1559841,33.17,
17-08-2020,33,8,2020,USA,Retail,C3,Retirees,Couples,Existing,102513,5717894,55.78,
17-08-2020,33,8,2020,CANADA,Retail,F3,Retirees,Families,New,18740,644709,34.4,
17-08-2020,33,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,New,62751,2058152,32.8,
17-08-2020,33,8,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,120050,6051427,50.41,
17-08-2020,33,8,2020,EUROPE,Retail,F1,Young Adults,Families,Existing,6764,387318,57.26,
17-08-2020,33,8,2020,ASIA,Shopify,F1,Young Adults,Families,New,171,23675,138.45,
17-08-2020,33,8,2020,EUROPE,Retail,C3,Retirees,Couples,Existing,15347,845338,55.08,
17-08-2020,33,8,2020,AFRICA,Retail,C1,Young Adults,Couples,New,98263,2416174,24.59,
17-08-2020,33,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,New,270,45713,169.31,
17-08-2020,33,8,2020,EUROPE,Retail,F2,Middle Aged,Families,Existing,14536,874082,60.13,
17-08-2020,33,8,2020,USA,Retail,F3,Retirees,Families,New,27543,1057891,38.41,
17-08-2020,33,8,2020,USA,Shopify,C2,Middle Aged,Couples,New,226,33141,146.64,
17-08-2020,33,8,2020,AFRICA,Shopify,F1,Young Adults,Families,New,178,26023,146.2,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,New,8,1599,199.88,
17-08-2020,33,8,2020,ASIA,Retail,C1,Young Adults,Couples,Existing,186330,6123591,32.86,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,Existing,348,15761,45.29,
17-08-2020,33,8,2020,USA,Retail,C4,Retirees,Couples,New,18029,621053,34.45,
17-08-2020,33,8,2020,CANADA,Shopify,F3,Retirees,Families,New,35,5845,167,
17-08-2020,33,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,Existing,680,123917,182.23,
17-08-2020,33,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Guest,2412388,63334453,26.25,
17-08-2020,33,8,2020,USA,Retail,Unknown,Unknown,Unknown,New,21347,894642,41.91,
17-08-2020,33,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Guest,98851,3448590,34.89,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,New,8,1077,134.63,
17-08-2020,33,8,2020,ASIA,Retail,C2,Middle Aged,Couples,New,85880,2200563,25.62,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Existing,241,7415,30.77,
17-08-2020,33,8,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1898,368572,194.19,
17-08-2020,33,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,New,319,49916,156.48,
17-08-2020,33,8,2020,CANADA,Retail,C4,Retirees,Couples,New,12616,404619,32.07,
17-08-2020,33,8,2020,USA,Shopify,C4,Retirees,Couples,Existing,151,27185,180.03,
17-08-2020,33,8,2020,AFRICA,Shopify,C4,Retirees,Couples,Existing,393,73925,188.1,
17-08-2020,33,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,New,382,55995,146.58,
17-08-2020,33,8,2020,ASIA,Shopify,F3,Retirees,Families,New,108,18426,170.61,
17-08-2020,33,8,2020,ASIA,Retail,F2,Middle Aged,Families,Existing,216067,10304393,47.69,
17-08-2020,33,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,New,298,48155,161.59,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Guest,2054,384548,187.22,
17-08-2020,33,8,2020,USA,Shopify,F3,Retirees,Families,New,50,8256,165.12,
17-08-2020,33,8,2020,AFRICA,Shopify,F2,Middle Aged,Families,Existing,4649,885237,190.41,
17-08-2020,33,8,2020,CANADA,Shopify,C3,Retirees,Couples,New,107,15916,148.75,
17-08-2020,33,8,2020,USA,Retail,C1,Young Adults,Couples,New,36127,980601,27.14,
17-08-2020,33,8,2020,USA,Retail,C3,Retirees,Couples,New,45550,1695344,37.22,
17-08-2020,33,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Existing,2834,130673,46.11,
17-08-2020,33,8,2020,EUROPE,Shopify,F1,Young Adults,Families,Existing,144,34939,242.63,
17-08-2020,33,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,New,14079,545091,38.72,
17-08-2020,33,8,2020,CANADA,Shopify,F1,Young Adults,Families,New,47,6906,146.94,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Existing,2,187,93.5,
17-08-2020,33,8,2020,OCEANIA,Retail,C3,Retirees,Couples,New,152071,4848872,31.89,
17-08-2020,33,8,2020,EUROPE,Shopify,C3,Retirees,Couples,New,16,5734,358.38,
17-08-2020,33,8,2020,AFRICA,Shopify,F1,Young Adults,Families,Existing,2589,469577,181.37,
17-08-2020,33,8,2020,EUROPE,Retail,F2,Middle Aged,Families,New,1757,73775,41.99,
17-08-2020,33,8,2020,OCEANIA,Shopify,Unknown,Unknown,Unknown,Existing,550,108996,198.17,
17-08-2020,33,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Guest,5780,963016,166.61,
17-08-2020,33,8,2020,USA,Shopify,C1,Young Adults,Couples,Existing,752,130572,173.63,
17-08-2020,33,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Guest,1546278,44301952,28.65,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,New,255,8408,32.97,
17-08-2020,33,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,New,21,4506,214.57,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,New,316,11766,37.23,
17-08-2020,33,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,Existing,2715,464078,170.93,
17-08-2020,33,8,2020,ASIA,Retail,C1,Young Adults,Couples,New,133361,2838862,21.29,
17-08-2020,33,8,2020,AFRICA,Retail,F2,Middle Aged,Families,Existing,275106,14564224,52.94,
17-08-2020,33,8,2020,AFRICA,Retail,F3,Retirees,Families,New,68899,2422702,35.16,
17-08-2020,33,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,Existing,115,24158,210.07,
17-08-2020,33,8,2020,AFRICA,Shopify,F3,Retirees,Families,New,115,19159,166.6,
17-08-2020,33,8,2020,CANADA,Shopify,F2,Middle Aged,Families,New,85,13301,156.48,
17-08-2020,33,8,2020,CANADA,Shopify,F2,Middle Aged,Families,Existing,1288,239332,185.82,
17-08-2020,33,8,2020,OCEANIA,Retail,F2,Middle Aged,Families,Existing,340742,17601663,51.66,
17-08-2020,33,8,2020,EUROPE,Shopify,F2,Middle Aged,Families,Existing,242,52204,215.72,
17-08-2020,33,8,2020,USA,Retail,Unknown,Unknown,Unknown,Existing,11812,581819,49.26,
17-08-2020,33,8,2020,CANADA,Retail,F1,Young Adults,Families,New,6634,237160,35.75,
17-08-2020,33,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,Existing,734,128072,174.49,
17-08-2020,33,8,2020,USA,Retail,C4,Retirees,Couples,Existing,40439,2165593,53.55,
17-08-2020,33,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,New,737,114229,154.99,
17-08-2020,33,8,2020,USA,Shopify,F1,Young Adults,Families,New,117,18101,154.71,
17-08-2020,33,8,2020,USA,Retail,F3,Retirees,Families,Existing,142421,8634287,60.63,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,Existing,1296,62113,47.93,
17-08-2020,33,8,2020,EUROPE,Shopify,C3,Retirees,Couples,Existing,175,54266,310.09,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,F2,Middle Aged,Families,Existing,1124,49047,43.64,
17-08-2020,33,8,2020,ASIA,Retail,C3,Retirees,Couples,New,116905,3505589,29.99,
17-08-2020,33,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Guest,1591,263342,165.52,
17-08-2020,33,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,New,2945,132755,45.08,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,New,905,26856,29.68,
17-08-2020,33,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,Existing,6600,1321634,200.25,
17-08-2020,33,8,2020,CANADA,Shopify,C1,Young Adults,Couples,Existing,564,87885,155.82,
17-08-2020,33,8,2020,USA,Retail,F2,Middle Aged,Families,Existing,93845,5322541,56.72,
17-08-2020,33,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,New,95,13519,142.31,
17-08-2020,33,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,Existing,259111,9224860,35.6,
17-08-2020,33,8,2020,USA,Shopify,C3,Retirees,Couples,New,207,35386,170.95,
17-08-2020,33,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,Existing,1603,256974,160.31,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,Unknown,Unknown,Unknown,Guest,406131,16378438,40.33,
17-08-2020,33,8,2020,ASIA,Shopify,F2,Middle Aged,Families,New,224,32131,143.44,
17-08-2020,33,8,2020,AFRICA,Retail,C1,Young Adults,Couples,Existing,187177,6889807,36.81,
17-08-2020,33,8,2020,CANADA,Retail,C1,Young Adults,Couples,Existing,56486,2313650,40.96,
17-08-2020,33,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Guest,2549,457017,179.29,
17-08-2020,33,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,Existing,3234,90457,27.97,
17-08-2020,33,8,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,777,143406,184.56,
17-08-2020,33,8,2020,EUROPE,Retail,C1,Young Adults,Couples,New,4629,135718,29.32,
17-08-2020,33,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Existing,152,32055,210.89,
17-08-2020,33,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Existing,31550,1362736,43.19,
17-08-2020,33,8,2020,AFRICA,Shopify,C1,Young Adults,Couples,New,278,33973,122.21,
17-08-2020,33,8,2020,OCEANIA,Retail,C4,Retirees,Couples,Existing,152133,7366089,48.42,
17-08-2020,33,8,2020,EUROPE,Shopify,C4,Retirees,Couples,Existing,19,4431,233.21,
17-08-2020,33,8,2020,OCEANIA,Retail,C2,Middle Aged,Couples,New,109303,2918338,26.7,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C3,Retirees,Couples,New,25,4448,177.92,
17-08-2020,33,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,New,505,67376,133.42,
17-08-2020,33,8,2020,USA,Retail,F1,Young Adults,Families,New,11428,432164,37.82,
17-08-2020,33,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,New,5,806,161.2,
17-08-2020,33,8,2020,USA,Shopify,C3,Retirees,Couples,Existing,1423,302157,212.34,
17-08-2020,33,8,2020,CANADA,Retail,C2,Middle Aged,Couples,Existing,23219,1001518,43.13,
17-08-2020,33,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Existing,319,62170,194.89,
17-08-2020,33,8,2020,ASIA,Shopify,C3,Retirees,Couples,New,262,37346,142.54,
17-08-2020,33,8,2020,OCEANIA,Shopify,F3,Retirees,Families,Existing,3813,795013,208.5,
10-08-2020,32,8,2020,USA,Retail,Unknown,Unknown,Unknown,Existing,15577,754876,48.46,
10-08-2020,32,8,2020,AFRICA,Retail,C1,Young Adults,Couples,Existing,182887,6740764,36.86,
10-08-2020,32,8,2020,ASIA,Shopify,C1,Young Adults,Couples,Existing,1285,210922,164.14,
10-08-2020,32,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,New,15,3707,247.13,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,Existing,66,14470,219.24,
10-08-2020,32,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,New,56951,1765560,31,
10-08-2020,32,8,2020,ASIA,Retail,F3,Retirees,Families,New,84863,2644705,31.16,
10-08-2020,32,8,2020,CANADA,Retail,F1,Young Adults,Families,New,6479,235905,36.41,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,New,881,31132,35.34,
10-08-2020,32,8,2020,AFRICA,Shopify,C3,Retirees,Couples,New,314,50571,161.05,
10-08-2020,32,8,2020,CANADA,Shopify,C3,Retirees,Couples,Existing,799,153407,192,
10-08-2020,32,8,2020,EUROPE,Retail,C1,Young Adults,Couples,New,4610,138141,29.97,
10-08-2020,32,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,New,279,46890,168.06,
10-08-2020,32,8,2020,USA,Retail,C3,Retirees,Couples,New,45956,1735568,37.77,
10-08-2020,32,8,2020,EUROPE,Retail,C4,Retirees,Couples,New,1529,61261,40.07,
10-08-2020,32,8,2020,USA,Retail,C2,Middle Aged,Couples,New,25709,869093,33.81,
10-08-2020,32,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Guest,389009,10752020,27.64,
10-08-2020,32,8,2020,USA,Shopify,F3,Retirees,Families,Existing,958,203301,212.21,
10-08-2020,32,8,2020,EUROPE,Retail,F2,Middle Aged,Families,Existing,14083,823074,58.44,
10-08-2020,32,8,2020,AFRICA,Retail,F1,Young Adults,Families,New,22274,809294,36.33,
10-08-2020,32,8,2020,ASIA,Shopify,F1,Young Adults,Families,New,175,23810,136.06,
10-08-2020,32,8,2020,CANADA,Retail,Unknown,Unknown,Unknown,Existing,8956,428086,47.8,
10-08-2020,32,8,2020,CANADA,Shopify,F1,Young Adults,Families,Existing,786,133725,170.13,
10-08-2020,32,8,2020,CANADA,Shopify,Unknown,Unknown,Unknown,Existing,108,18098,167.57,
10-08-2020,32,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,New,87190,2965317,34.01,
10-08-2020,32,8,2020,AFRICA,Retail,F3,Retirees,Families,Existing,397434,22048568,55.48,
10-08-2020,32,8,2020,USA,Retail,F3,Retirees,Families,New,27674,1060153,38.31,
10-08-2020,32,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,New,440,58146,132.15,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F1,Young Adults,Families,New,9,1981,220.11,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,Existing,984,37488,38.1,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,F2,Middle Aged,Families,New,6,872,145.33,
10-08-2020,32,8,2020,USA,Retail,C3,Retirees,Couples,Existing,102124,5651652,55.34,
10-08-2020,32,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,Existing,4287,791461,184.62,
10-08-2020,32,8,2020,EUROPE,Shopify,C2,Middle Aged,Couples,Existing,170,47457,279.16,
10-08-2020,32,8,2020,EUROPE,Shopify,F3,Retirees,Families,New,2,314,157,
10-08-2020,32,8,2020,CANADA,Shopify,C2,Middle Aged,Couples,Existing,694,116515,167.89,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F3,Retirees,Families,Existing,1304,60683,46.54,
10-08-2020,32,8,2020,USA,Shopify,F1,Young Adults,Families,New,131,19555,149.27,
10-08-2020,32,8,2020,ASIA,Shopify,Unknown,Unknown,Unknown,Guest,5856,987237,168.59,
10-08-2020,32,8,2020,AFRICA,Retail,Unknown,Unknown,Unknown,Guest,1552707,44304726,28.53,
10-08-2020,32,8,2020,USA,Shopify,F2,Middle Aged,Families,Existing,1913,384475,200.98,
10-08-2020,32,8,2020,USA,Retail,Unknown,Unknown,Unknown,New,23420,971003,41.46,
10-08-2020,32,8,2020,AFRICA,Shopify,Unknown,Unknown,Unknown,Existing,382,71027,185.93,
10-08-2020,32,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,New,770,125489,162.97,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,Unknown,Unknown,Unknown,Guest,2062,393008,190.6,
10-08-2020,32,8,2020,OCEANIA,Shopify,C2,Middle Aged,Couples,Existing,4391,817285,186.13,
10-08-2020,32,8,2020,USA,Shopify,F1,Young Adults,Families,Existing,1335,253770,190.09,
10-08-2020,32,8,2020,ASIA,Retail,F1,Young Adults,Families,New,29421,943870,32.08,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C2,Middle Aged,Couples,New,899,25595,28.47,
10-08-2020,32,8,2020,ASIA,Retail,C3,Retirees,Couples,Existing,240218,10955770,45.61,
10-08-2020,32,8,2020,USA,Retail,C2,Middle Aged,Couples,Existing,42860,2065404,48.19,
10-08-2020,32,8,2020,CANADA,Retail,F3,Retirees,Families,Existing,92147,5103156,55.38,
10-08-2020,32,8,2020,CANADA,Retail,F3,Retirees,Families,New,18179,630749,34.7,
10-08-2020,32,8,2020,AFRICA,Shopify,F1,Young Adults,Families,Existing,2542,463189,182.21,
10-08-2020,32,8,2020,EUROPE,Shopify,F1,Young Adults,Families,New,6,996,166,
10-08-2020,32,8,2020,AFRICA,Retail,C2,Middle Aged,Couples,Existing,112254,4800959,42.77,
10-08-2020,32,8,2020,CANADA,Shopify,F2,Middle Aged,Families,Existing,1296,239593,184.87,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C1,Young Adults,Couples,Existing,3010,83594,27.77,
10-08-2020,32,8,2020,AFRICA,Retail,C3,Retirees,Couples,New,109938,3913341,35.6,
10-08-2020,32,8,2020,AFRICA,Retail,C4,Retirees,Couples,Existing,119055,6021186,50.57,
10-08-2020,32,8,2020,OCEANIA,Retail,F3,Retirees,Families,New,108523,3656004,33.69,
10-08-2020,32,8,2020,ASIA,Retail,Unknown,Unknown,Unknown,New,67978,2255669,33.18,
10-08-2020,32,8,2020,ASIA,Shopify,C3,Retirees,Couples,Existing,2017,387583,192.16,
10-08-2020,32,8,2020,CANADA,Retail,F2,Middle Aged,Families,Existing,60106,3149550,52.4,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C4,Retirees,Couples,New,227,8724,38.43,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,C3,Retirees,Couples,Existing,1356,63599,46.9,
10-08-2020,32,8,2020,EUROPE,Retail,C4,Retirees,Couples,Existing,5110,270941,53.02,
10-08-2020,32,8,2020,USA,Shopify,Unknown,Unknown,Unknown,Guest,2515,452765,180.03,
10-08-2020,32,8,2020,ASIA,Shopify,F3,Retirees,Families,Existing,1880,367732,195.6,
10-08-2020,32,8,2020,AFRICA,Shopify,C2,Middle Aged,Couples,Existing,2421,456586,188.59,
10-08-2020,32,8,2020,OCEANIA,Shopify,F1,Young Adults,Families,New,337,48736,144.62,
10-08-2020,32,8,2020,ASIA,Retail,F2,Middle Aged,Families,New,65694,2009834,30.59,
10-08-2020,32,8,2020,ASIA,Shopify,C2,Middle Aged,Couples,Existing,2263,401444,177.39,
10-08-2020,32,8,2020,ASIA,Shopify,C3,Retirees,Couples,New,292,42180,144.45,
10-08-2020,32,8,2020,OCEANIA,Retail,C1,Young Adults,Couples,Existing,255118,9056376,35.5,
10-08-2020,32,8,2020,EUROPE,Shopify,C1,Young Adults,Couples,Existing,94,19570,208.19,
10-08-2020,32,8,2020,USA,Shopify,F2,Middle Aged,Families,New,145,22190,153.03,
10-08-2020,32,8,2020,USA,Shopify,C4,Retirees,Couples,New,22,3523,160.14,
10-08-2020,32,8,2020,SOUTH AMERICA,Shopify,C4,Retirees,Couples,New,6,646,107.67,
10-08-2020,32,8,2020,OCEANIA,Retail,C3,Retirees,Couples,New,152821,4942858,32.34,
10-08-2020,32,8,2020,ASIA,Retail,C2,Middle Aged,Couples,Existing,127598,4897462,38.38,
10-08-2020,32,8,2020,EUROPE,Shopify,C3,Retirees,Couples,New,14,3566,254.71,
10-08-2020,32,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,New,3095,133349,43.09,
10-08-2020,32,8,2020,SOUTH AMERICA,Retail,F1,Young Adults,Families,Existing,691,27346,39.57,
10-08-2020,32,8,2020,USA,Retail,Unknown,Unknown,Unknown,Guest,526413,16081303,30.55,
10-08-2020,32,8,2020,EUROPE,Retail,Unknown,Unknown,Unknown,Existing,3386,157151,46.41,
10-08-2020,32,8,2020,OCEANIA,Shopify,F2,Middle Aged,Families,New,389,62581,160.88,
10-08-2020,32,8,2020,EUROPE,Shopify,F1,Young Adults,Families,Existing,137,31069,226.78,
10-08-2020,32,8,2020,USA,Retail,F3,Retirees,Families,Existing,139861,8367986,59.83,
10-08-2020,32,8,2020,OCEANIA,Retail,Unknown,Unknown,Unknown,Existing,53361,2176256,40.78,
10-08-2020,32,8,2020,EUROPE,Shopify,Unknown,Unknown,Unknown,Existing,27,7327,271.37,
10-08-2020,32,8,2020,ASIA,Shopify,F2,Middle Aged,Families,Existing,2914,549728,188.65,
10-08-2020,32,8,2020,USA,Retail,F2,Middle Aged,Families,Existing,92910,5163812,55.58,
10-08-2020,32,8,2020,USA,Retail,C4,Retirees,Couples,New,18008,641430,35.62,
10-08-2020,32,8,2020,OCEANIA,Shopify,C1,Young Adults,Couples,New,461,62213,134.95,
10-08-2020,32,8,2020,OCEANIA,Shopify,C4,Retirees,Couples,New,103,15964,154.99,
10-08-2020,32,8,2020,EUROPE,Retail,F3,Retirees,Families,Existing,18491,1102488,59.62,
10-08-2020,32,8,2020,ASIA,Shopify,C4,Retirees,Couples,Existing,281,47931,170.57,
